id,name,verdict,actual_type,services_proposed,services_inferred,serves_children,autism_relevance,site_address,site_phone,site_email,website,description,evidence_url,sources_checked,confidence,notes
10056,Enhanced Living Therapy - 15291 Nw 60th Ave,KEEP,THERAPY_PROVIDER,occupational-therapy|speech-therapy|physical-therapy|feeding-therapy|dir-floortime,,Y,Y,"15291 NW 60th Ave. Unit 104, Miami, FL 33014",(786) 615-3246,,http://www.enhancedlivingtherapy.com/,"South Florida occupational, speech and physical therapy practice for children and adults. Treats autism, developmental delay, cerebral palsy, dyslexia and speech disorders using sensory integration, feeding programs and DIR/Floortime.",https://enhancedlivingtherapy.com/contact.html,3,HIGH,Private OT-led therapy practice with Miami Lakes and Kendall offices; site explicitly names autism and developmental delays among conditions treated and lists Floortime and feeding programs. Miami Lakes address and phone match the record.
10065,Heart 4 Kids Therapy LLC - Tampa,KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy|feeding-therapy|parent-coaching,parent-coaching,Y,Y,"12729 Race Track Rd, Tampa, FL 33626",813-444-4290,info@heart4kidstherapy.com,http://www.heart4kidstherapy.com/,"Westchase location of Heart 4 Kids Therapy, a pediatric clinic providing speech, occupational and physical therapy for children, including sensory integration, fine and gross motor work, feeding and language/social communication.",http://www.heart4kidstherapy.com/,3,MEDIUM,"Real second location (Westchase) of the same pediatric PT/OT/speech company; address and phone match the site's location list. Autism not named on site, but sensory and developmental pediatric focus is clear."
10072,Pediatric Therapy Services - Brandon,KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy|feeding-therapy|parent-coaching|mobile-services,mobile-services,Y,Y,"206 Ridgewood Ave, Brandon, FL 33510",(813) 662-1060,,http://ptsbeyourbest.com/,"Long-established pediatric therapy clinic offering physical, occupational, speech and feeding therapy in a play-based setting, plus school partnerships. Locations in Brandon and Lakeland; insurance accepted.",https://ptsbeyourbest.com/feeding-therapy/,3,HIGH,"Licensed pediatric PT/OT/speech clinic operating 35+ years. Feeding therapy page explicitly states they treat patients with Autism Spectrum Disorder and provide family guidance. School partnerships imply community-based delivery, so mobile-services tagged as inferred."
10077,Thrive Therapy - Tallahassee,KEEP,THERAPY_PROVIDER,occupational-therapy|physical-therapy|speech-therapy|ados-testing|mobile-services,,Y,Y,"4500 West Shannon Lakes Drive, Suite 15, Tallahassee, FL",850-518-7611,hello@thrivetherapytally.com,https://www.thrivetherapytally.com/,"OT-founded pediatric clinic serving ages 12 months through adolescence with occupational, physical and speech therapy, ADOS-2 autism assessment, and traveling OT to schools and daycares. Takes Medicaid and Step Up scholarships.",https://www.thrivetherapytally.com/,1,HIGH,"Pediatric therapy clinic explicitly serving autism spectrum disorder, developmental delay and sensory processing; performs ADOS-2 evaluations and accepts FES/Step Up for Students scholarships. Site lists Suite 15, not the CSV's 'Apartment 14'."
10080,Studer Family Children's Hospital Pediatric Rehabilitation - Gulf Breeze - 15 Daniel St 2nd,KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy|feeding-therapy,,Y,Y,,,,https://healthcare.ascension.org/locations/florida/flpen/sfch/our-locations/gulf-breeze-studer-family-childrens-hospital-pediatric-rehabilitation,"Hospital-based pediatric rehabilitation outpatient clinic (Ascension Studer Family Children's Hospital) offering physical, occupational and speech/swallowing therapy for children with autism, developmental delays, cerebral palsy and Down syndrome.",https://healthcare.ascension.org/locations/florida/flpen/sfch/our-locations/gulf-breeze-studer-family-childrens-hospital-pediatric-rehabilitation,1,HIGH,"Ascension children's hospital pediatric rehab satellite in Gulf Breeze. Page explicitly names autism spectrum disorder, developmental disabilities, cerebral palsy and Down syndrome among conditions treated; PT/OT/SLP including swallowing. No contact details published on the location page."
10084,FIRST STEP THERAPY - Winter Haven,KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy|mobile-services,,Y,Y,"1650 Sandlake Road, Suite 395, Orlando, FL 32809",800-378-7597,fstasst@gmail.com,http://www.firststep-therapy.com/,"Private pediatric therapy company with Florida clinics offering physical, occupational and speech therapy, early intervention, TheraSuit/intensive programs, and therapy delivered in the home, school or community.",https://firststep-therapy.com/private-pediatric-therapy-clinic-programs,2,HIGH,"Private pediatric therapy clinic (First Step Therapy LLC), Winter Haven branch. Programs page explicitly lists autism and developmental delays among conditions treated and states therapy can be provided in home, school or community (mobile-services). Site lists only the Orlando corporate address/phone."
10113,"Little Explorers Therapy Services, PLLC - 4517 N Pine Island Rd",KEEP,THERAPY_PROVIDER,speech-therapy|occupational-therapy|physical-therapy|aac|feeding-therapy,feeding-therapy,Y,Y,,,LittleExplorersTherapy@gmail.com,https://www.littleexplorerstherapy.com/,"Pediatric therapy practice in South Florida providing speech, occupational and physical therapy, AAC evaluations and oral-motor treatment for children with autism spectrum disorder, apraxia and other communication and developmental disorders.",https://www.littleexplorerstherapy.com/,1,HIGH,"Private pediatric therapy PLLC. Site names Autism Spectrum Disorder and Childhood Apraxia of Speech among diagnoses treated. Feeding-therapy inferred from stated oral motor assessment/treatment. Site publishes email only, no address or phone."
10143,"Speech-Language and Feeding Services at Johns Hopkins All Children's Outpatient Care, Tampa - 12220 Bruce B Downs Blvd",KEEP,THERAPY_PROVIDER,speech-therapy|feeding-therapy|aac|group-therapy,,Y,Y,,727-767-4141,,https://www.hopkinsmedicine.org/all-childrens-hospital/services/rehabilitation/speech-language-and-feeding-services,"Johns Hopkins All Children's Hospital outpatient speech-language and feeding program (Tampa site) providing individual speech therapy, social skills/language groups, feeding and swallowing treatment, AAC services and reading/dyslexia support.",https://www.hopkinsmedicine.org/all-childrens-hospital/services/rehabilitation/speech-language-and-feeding-services,1,HIGH,"Children's hospital outpatient SLP/feeding program. Page names autism spectrum disorder as a referral condition and describes group social skills and language classes, AAC (including an AAC preschool language class) and feeding/swallowing treatment. Address left blank because the page lists the St. Petersburg main campus, not the Tampa outpatient site."
10151,Care Options for Kids - Jacksonville,KEEP,HOME_CARE,aba|physical-therapy|occupational-therapy|speech-therapy|mobile-services|virtual-therapy,,Y,Y,"4720 Salisbury Road Suite 115, Jacksonville, FL 32256",(386) 877-0372,,https://careoptionsforkids.com/,"Pediatric home health and therapy company; Jacksonville branch provides in-home pediatric nursing and care. Company offers ABA, physical, occupational and speech therapy delivered in home, clinic, school and via teletherapy.",https://careoptionsforkids.com/locations/florida/jacksonville,3,MEDIUM,"National pediatric home care / therapy company. Corporate site states ABA, PT, OT, speech, school-based (in-person, hybrid, remote) and telehealth; dedicated /pediatric-therapy/aba-therapy and autism blog content exist. The Jacksonville location page itself only names pediatric and adult home care, so therapy availability at this specific branch is not location-confirmed."
10170,Mountaineer's Therapeutic Center - 3151 N Military Trl,KEEP,ABA_PROVIDER,aba|speech-therapy|occupational-therapy|physical-therapy|group-therapy|parent-coaching|transportation,,Y,Y,"1340 Kenwood Road, West Palm Beach, Florida 33401",(561) 335-9061,,https://mtherapeuticinc.org/,"West Palm Beach therapeutic center offering applied behavior analysis, speech, occupational and physical therapy, play therapy, social skills groups, parent training and nutritional counseling, with van pickup transportation.",https://mtherapeuticinc.org/contact,2,MEDIUM,"ABA-led multidisciplinary therapeutic center; site advertises on-site RBT training with BCBA supervision and links to an affiliated 'Mountaineers School of Autism', establishing autism focus. Site address (1340 Kenwood Rd) differs from the scraped address (3151 N Military Trl) - likely a moved or second location; phone also differs."
10178,Therapy Playhouse - 8673 15th Way N,KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy|mobile-services,,Y,Y,,(727) 423-0060,contact@therapyplayhouse.org,https://therapyplayhouse.org/,"Pinellas County pediatric therapy practice operating since 2000, providing physical, occupational and speech therapy plus early intervention to children of all ability levels in their natural environments (home, school, community).",https://therapyplayhouse.org/about-us/,2,MEDIUM,"Genuine pediatric rehabilitative services provider (in-home/natural-environment model, early intervention, bills Medicaid-style commercial plans). Site says 'special needs children' and 'developmental delays' but never uses the word autism, so autism relevance is by population rather than explicit claim. No street address published on the site."
10182,Early Steps - Saint Petersburg,KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy|mobile-services|parent-coaching|aac|ados-testing,aac|ados-testing,Y,Y,"501 6th Avenue South, St. Petersburg, FL 33701",727-767-4403,,https://www.hopkinsmedicine.org/all-childrens-hospital/services/west-central-early-steps,"West Central Early Steps, Florida's IDEA Part C early intervention program run through Johns Hopkins All Children's Hospital. Serves birth-to-3 children with developmental delays including autism;",https://www.hopkinsmedicine.org/all-childrens-hospital/services/west-central-early-steps,1,HIGH,"State/federal early intervention program (Early Steps) administered by Johns Hopkins All Children's Hospital. Explicitly serves infants and toddlers with autism spectrum disorder, cerebral palsy, Down syndrome and spina bifida. Delivers OT/PT/speech, behavioral services, assistive technology and family training in the child's natural environment (home visits). Site lists 501 6th Ave S, not the CSV's 480 7th Ave S."
10187,TherHappy Therapy Services - Hudson - 11820 Denton Ave,KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy|animal-therapy|life-skills|executive-function-coaching|aac|ados-testing|tutoring|group-therapy,group-therapy,Y,Y,"11820 Denton Avenue, Hudson, Florida 34667",(727) 862-9101,,https://therhappy.org/,"Pediatric therapy nonprofit on a 30-acre Hudson farm. Provides PT, OT and speech therapy plus hippotherapy for special-needs children, and an 'Ohana skilled day program combining academics, life and social skills for kids with autism.",https://therhappy.org/skilled-day-program,2,HIGH,"Real pediatric therapy provider for special-needs children. Skilled day program page explicitly names autism spectrum disorder, intellectual disability and speech/language impairment. Offers assistive technology, diagnostic and evaluation services, life skills and executive functioning instruction; accepts Florida Medicaid, Children's Medical Services and Step Up For Students."
10209,Skill Point Therapy - Brandon,KEEP,THERAPY_PROVIDER,occupational-therapy|speech-therapy|aac|group-therapy|dir-floortime|virtual-therapy|mobile-services,,Y,Y,"1463 Oakfield Drive, Suite #131, Brandon, FL 33511",813-491-8300,,https://www.skillpointtherapy.com/,"Pediatric occupational and speech therapy practice with Tampa and Brandon clinics. Sensory integration, fine motor and handwriting work, DIR-Floortime, AAC and social skills groups for children including those with autism.",https://www.skillpointtherapy.com/pediatric-autism-therapy/,2,HIGH,"Genuine pediatric therapy clinic. Own site has dedicated pages for pediatric autism therapy, early signs of autism, and AAC therapy for kids in Brandon, plus social skills groups and DIR/Floortime. No applied behavior analysis stated, so aba not tagged. No PT stated."
10220,Kids SPOT - Lutz,KEEP,THERAPY_PROVIDER,speech-therapy|occupational-therapy|physical-therapy|aba,aba,Y,Y,,,therapy@kidsspotrehab.com,https://www.kidsspotrehab.com/,"Tampa-area clinic of the Kids SPOT pediatric rehab group (operating entity Communication Corner & More, Inc.). Speech, occupational and physical therapy plus ABA for children birth to 21 with autism, cerebral palsy and intellectual disabilities.",https://www.kidsspotrehab.com/who-we-serve/,3,MEDIUM,"Kids SPOT is a pediatric therapy group serving ages birth-21; its Who We Serve page names autism, cerebral palsy, ADHD and intellectual disabilities, and it offers speech, OT, PT and ABA. This location operates as Communication Corner & More, Inc. dba Kids Spot (NPI 1346624475) at the Hunting Bow Cir address. Caution: the current Kids SPOT Florida locations page lists only Hollywood and Wesley Chapel, so the Lutz site may have relocated/rebranded to Wesley Chapel. Location-specific service mix not confirmed."
10221,Studer Family Children's Hospital Pediatric Rehabilitation - Port St. Joe - 3871 Us-98,KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy|feeding-therapy,,Y,Y,,,,https://healthcare.ascension.org/locations/florida/flpen/sfch/our-locations/port-st-joe-studer-family-childrens-hospital-pediatric-rehabilitation,"Outpatient pediatric rehabilitation site of Ascension Studer Family Children's Hospital in Port St. Joe. Physical, occupational and speech therapy including swallowing work, for children with autism, developmental delay and cerebral palsy.",https://healthcare.ascension.org/locations/florida/flpen/sfch/our-locations/port-st-joe-studer-family-childrens-hospital-pediatric-rehabilitation,1,HIGH,"Legitimate hospital-affiliated pediatric outpatient rehab clinic (Ascension Sacred Heart / Studer Family Children's Hospital). Page explicitly lists autism spectrum disorder and developmental delay among conditions treated across PT, OT and speech; speech covers swallowing disorders, OT covers sensory integration and adaptive equipment evaluation. No contact details stated in the page text."
10243,Kids SPOT - Pompano Beach,KEEP,THERAPY_PROVIDER,speech-therapy|occupational-therapy|physical-therapy|aba,,Y,Y,,,therapy@kidsspotrehab.com,https://www.kidsspotrehab.com/,"South Florida clinic of the Kids SPOT pediatric rehab group. Speech, occupational and physical therapy plus ABA for children birth to 21 with autism, cerebral palsy, ADHD and intellectual disabilities.",https://www.kidsspotrehab.com/who-we-serve/,3,MEDIUM,"Same Kids SPOT pediatric therapy group as id 10220; Who We Serve page names autism and other developmental conditions and the South Florida locations section is titled for speech, PT, OT and ABA services. A Pompano Beach location page exists on the site but returned only generic site navigation on fetch, and the current Florida locations page lists only Hollywood and Wesley Chapel, so this location's current status and address should be re-verified."
10245,Care Options for Kids - Room 204,KEEP,THERAPY_PROVIDER,speech-therapy|occupational-therapy|physical-therapy|aba|mobile-services|virtual-therapy,,Y,Y,,,,https://careoptionsforkids.com/,"Pediatric therapy and home health company offering speech, occupational, physical and ABA therapy plus private duty nursing, delivered in clinic, in home, in school and via telehealth.",https://careoptionsforkids.com/,2,MEDIUM,"Pediatric therapy/nursing provider. Homepage lists ABA therapy alongside ST/OT/PT and in-home, in-school, in-clinic and telehealth delivery; ABA establishes autism relevance. National site, no per-location contact details on pages that loaded (a services/aba-therapy path returned 404)."
10248,AKL Pediatric Therapy - Longwood,KEEP,THERAPY_PROVIDER,occupational-therapy|physical-therapy|speech-therapy|feeding-therapy|parent-coaching|mobile-services|ados-testing,ados-testing,Y,Y,,(407) 272-8813,,https://akltherapy.com/,"Pediatric therapy provider in South and Central Florida offering occupational, physical and speech therapy, sensory and reflex integration, feeding/oral motor work, developmental assessments and parenting classes, in clinic, home, school and daycare.",https://akltherapy.com/about-us/,2,HIGH,"Pediatric-only therapy company. About page explicitly lists Autism (ASD), developmental delays, Down syndrome and sensory processing among conditions treated. Central Florida phone matches the Longwood record. ados-testing inferred from 'baby developmental assessment' / reflex assessment, not a stated autism diagnostic."
10250,"Great Strides Rehabilitation- Port Orange, FL - 3890 Turtle Creek Dr",KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy|aba|music-therapy|feeding-therapy|mobile-services,,Y,Y,,,,https://www.h2health.com/locations/great-strides-pediatric-rehabilitation/,"Pediatric rehabilitation clinic, part of H2 Health, offering physical, occupational, speech, feeding, music and ABA therapy for children with special needs. Port Orange is one of its Florida locations.",https://www.h2health.com/locations/great-strides-pediatric-rehabilitation/,2,HIGH,"Pediatric rehab group (H2 Health brand) that lists a Port Orange, FL site. Offers pediatric ABA therapy, establishing autism relevance; also provides therapy at schools and daycare centers. The CSV website URL points at the World Golf Village contact page and could not be loaded (robots)."
10251,"Great Strides Rehabilitation- St Augustine, FL - 1764 Tree Blvd",KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy|aba|music-therapy|feeding-therapy|mobile-services,,Y,Y,,,,https://www.h2health.com/locations/great-strides-pediatric-rehabilitation/,"Pediatric rehabilitation clinic, part of H2 Health, offering physical, occupational, speech, feeding, music and ABA therapy for children with special needs. St. Augustine is one of its Florida locations.",https://www.h2health.com/locations/great-strides-pediatric-rehabilitation/,2,HIGH,"Pediatric rehab group (H2 Health brand); St. Augustine listed among its Florida sites. Pediatric ABA therapy offered, establishing autism relevance. Also delivers therapy in schools and daycares."
10255,Restorative Speech Services Inc. - Deland,KEEP,THERAPY_PROVIDER,speech-therapy|occupational-therapy|feeding-therapy|virtual-therapy,,Y,Y,"890 N Boundary Ave #200, DeLand, FL 32720-3173",(352) 462-3114,,https://restorativespeechservicesinc.clientsecure.me/,"Pediatric speech-language practice with DeLand and Port Orange offices providing speech, language, feeding and occupational therapy, early language intervention and autism-specific intervention, including telehealth.",https://restorativespeechservicesinc.clientsecure.me/,1,HIGH,"Pediatric speech/feeding/OT practice. Site explicitly lists 'Autism Specific Intervention' and pediatric feeding therapy; DeLand address matches the record. Site is a SimplePractice client portal, not a custom domain."
10256,Skill Point Therapy - Tampa,KEEP,THERAPY_PROVIDER,occupational-therapy|dir-floortime|group-therapy|virtual-therapy|mobile-services,,Y,Y,"13907 N. Dale Mabry Hwy., Suite 214, Tampa, FL 33618",813-491-8300,,https://www.skillpointtherapy.com/,"Pediatric occupational therapy practice in Tampa and Brandon using sensory integration and DIR/Floortime, with social skills groups, fine motor and handwriting work; sessions in clinic, home, daycare, parks or by telehealth.",https://www.skillpointtherapy.com/autism-therapy-services/,3,HIGH,"Pediatric OT practice with a dedicated autism therapy section built around DIR/Floortime. Tampa address matches record. ABA is discussed on the autism page but appears as comparative context for a relationship-based OT practice, so not tagged."
10264,FUSSION THERAPY INC. - Hialeah,KEEP,THERAPY_PROVIDER,speech-therapy|occupational-therapy|physical-therapy|transportation,,Y,Y,"8040 NW 95th St, Suite 337, Hialeah Gardens, FL 33016",,fussiontherapyinc@gmail.com,https://www.fussiontherapy.com/,"Pediatric therapy company in Hialeah Gardens providing speech, occupational and physical therapy for children ages 0-21 with autism, cerebral palsy and developmental delay, plus PPEC and non-emergency medical transportation.",https://www.fussiontherapy.com/,1,HIGH,"SLP-founded pediatric therapy provider. Site explicitly names autism, cerebral palsy and developmental delay for ages 0-21. Also operates a PPEC and NEMT transport arm, which may warrant a separate PPEC record."
10281,Speech Works Pediatric Therapy - Orange City,KEEP,THERAPY_PROVIDER,speech-therapy|occupational-therapy|physical-therapy|feeding-therapy|aac,aac,Y,Y,"2750 Enterprise Rd., Suites A & B, Orange City, FL 32763",(386) 446-9935,,http://speechworksflorida.com/,"Therapist-owned pediatric practice founded 2005 with five Florida offices offering speech, occupational and physical therapy, feeding and swallowing therapy, social communication work and comprehensive evaluations.",https://speechworksflorida.com/speech-therapy,3,MEDIUM,"Pediatric ST/OT/PT practice; Orange City address matches record. Site does not name autism directly, but the practice is listed in the UCF CARD (Center for Autism and Related Disabilities) provider directory and treats social communication and feeding. aac inferred from a passing reference to alternative communication methods."
10282,Progressive Pediatric Therapy - Lake Worth Office - 3898 Via Poinciana,KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy|feeding-therapy|aac|parent-coaching|virtual-therapy|mobile-services,,Y,Y,"3898 Via Poinciana, Ste 17, Lake Worth, FL 33467",561-376-2573,,https://www.ppt4kids.com/,"Multi-disciplinary pediatric therapy clinic serving birth to age 21 with PT, OT, speech, feeding and AAC support, plus teletherapy, parent coaching and home/school-based sessions. Lake Worth is one of several Palm Beach County offices.",https://www.ppt4kids.com/speech-therapy-in-lake-worth,3,HIGH,"Pediatric-only multidisciplinary therapy clinic (PT/OT/SLP/feeding). Speech page explicitly states targeted support for children with autism and AAC services. Home page states teletherapy, parent coaching, early intervention, and community-based services in schools and homes."
10283,"Occupational Therapy at Johns Hopkins All Children's Outpatient Care, Tampa - 12220 Bruce B Downs Blvd",KEEP,THERAPY_PROVIDER,occupational-therapy|physical-therapy|speech-therapy|feeding-therapy|aac|group-therapy,,Y,Y,"12220 Bruce B Downs Blvd, Tampa",813-631-5000,,https://www.hopkinsmedicine.org/all-childrens-hospital/services/rehabilitation/occupational-therapy,"Pediatric outpatient occupational therapy at Johns Hopkins All Children's Hospital Tampa site. Fine/sensory/visual motor treatment including autism-related disorders, with hospital rehab services for speech, feeding, AAC and social skills groups.",https://www.hopkinsmedicine.org/all-childrens-hospital/services/rehabilitation/occupational-therapy,2,HIGH,"Children's hospital outpatient rehabilitation department, not a standalone clinic. OT page states it treats 'autism related disorders' and covers sensory-motor processing; parent rehab page lists speech/feeding, AAC (incl. AAC preschool language class) and social skills groups."
10284,"Pediatric Physical Therapy at Johns Hopkins All Children's Outpatient Care, Brandon - 885 S Parsons Ave",KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy|feeding-therapy|aac|group-therapy,,Y,Y,"885 South Parsons Avenue, Brandon",727-767-7272,,https://www.hopkinsmedicine.org/all-childrens-hospital/services/rehabilitation/physical-therapy,"Pediatric physical therapy at the Johns Hopkins All Children's Brandon outpatient care center, treating developmental delay and musculoskeletal conditions; the hospital rehab program also provides OT, speech, feeding, AAC and social skills groups.",https://www.hopkinsmedicine.org/all-childrens-hospital/services/rehabilitation/physical-therapy,2,HIGH,"Children's hospital outpatient rehab department. PT page names developmental delays; the shared rehabilitation program (same department) treats autism-related disorders per the OT page, so autism relevance is at the organization level."
10285,"Pediatric Physical Therapy at Johns Hopkins All Children's Outpatient Care, Tampa - 12220 Bruce B Downs Blvd",KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy|feeding-therapy|aac|group-therapy,,Y,Y,"12220 Bruce B Downs Blvd, Tampa",813-631-5000,,https://www.hopkinsmedicine.org/all-childrens-hospital/services/rehabilitation/physical-therapy,"Pediatric physical therapy at the Johns Hopkins All Children's Tampa outpatient care center, treating developmental delay and musculoskeletal conditions; hospital rehab program also offers OT, speech, feeding, AAC and social skills groups.",https://www.hopkinsmedicine.org/all-childrens-hospital/services/rehabilitation/physical-therapy,2,HIGH,"Children's hospital outpatient rehab department at the Tampa site. Same rehabilitation program as the Tampa OT listing; duplicate-location risk with id 10283 (same address, different discipline)."
10287,Pediatric Physical Therapy at Johns Hopkins All Children's Rehabilitation Center - 603 7th St S,KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy|feeding-therapy|aac|group-therapy,,Y,Y,"603 Seventh St South, Ste 601/100, St. Petersburg, FL 33701",727-767-7272,,https://www.hopkinsmedicine.org/all-childrens-hospital/services/rehabilitation/physical-therapy,"Main Johns Hopkins All Children's Rehabilitation Center in St. Petersburg providing pediatric PT plus OT, speech-language and feeding, AAC, aquatic therapy and social skills groups for children with developmental and autism-related conditions.",https://www.hopkinsmedicine.org/all-childrens-hospital/services/rehabilitation,2,HIGH,"Flagship hospital rehabilitation center (Bayfront Medical Plaza). Rehab program page lists AAC, AAC preschool language class, social skills groups, feeding/swallowing; OT page states autism-related disorders are treated."
10288,My Favorite Therapists - Deerfield Beach - 1239 E Newport Center Dr,KEEP,ABA_PROVIDER,aba|speech-therapy|occupational-therapy|feeding-therapy|parent-coaching|mobile-services,,Y,Y,"1239 E Newport Center Dr, Deerfield Beach, FL 33442",,,https://myfavoritetherapists.com/deerfield-beach-center/,"Pediatric ABA and therapy center for ages 1-18 specializing in autism and developmental delays. Offers ABA, speech, occupational and feeding therapy plus parent training, delivered in clinic, home, school and community settings.",https://myfavoritetherapists.com/deerfield-beach-center/,1,HIGH,"Autism-focused ABA therapy center with allied therapy disciplines. Site explicitly states it serves children with autism and developmental delays, ages 1-18, across clinic/home/school/community."
10291,"Great Strides Pediatric Rehabilitation- Jax Beach, FL - 340 16th Ave N",KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy|aba|music-therapy|feeding-therapy,,Y,Y,,904-886-3228,,https://www.h2health.com/locations/great-strides-pediatric-rehabilitation/jacksonville-beach/,"Great Strides Pediatric Rehabilitation (H2 Health brand) Jacksonville Beach clinic providing pediatric physical, occupational, speech, feeding, music and ABA therapy for children with developmental needs.",https://www.h2health.com/locations/great-strides-pediatric-rehabilitation/jacksonville-beach/,2,HIGH,"Pediatric-only rehab clinic chain under H2 Health. Site states pediatric PT, OT, speech, feeding, music and ABA therapy; ABA offering establishes autism relevance. Location page did not restate the street address."
10292,Great Strides Pediatric Rehabilitation- Yulee - 463380 E State Rd 200,KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy|aba|music-therapy|feeding-therapy,,Y,Y,,904-886-3228,,https://www.h2health.com/locations/great-strides-pediatric-rehabilitation/,"Great Strides Pediatric Rehabilitation (H2 Health) Yulee clinic offering pediatric physical, occupational, speech, feeding, music and ABA therapy for children with developmental needs.",https://www.h2health.com/locations/great-strides-pediatric-rehabilitation/,2,MEDIUM,"Yulee is listed as a Great Strides location on the brand page, but the location-specific URL returned 404, so address/contact could not be confirmed from the site. Org type and services confirmed at brand level (pediatric PT/OT/speech/feeding/music/ABA)."
10293,Great Strides Rehabilitation - 12276 San Jose Blvd,KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy|aba|music-therapy|feeding-therapy,,Y,Y,,904-886-3228,,https://www.h2health.com/locations/great-strides-pediatric-rehabilitation/,"Great Strides Pediatric Rehabilitation (H2 Health) Mandarin/San Jose Blvd clinic in Jacksonville offering pediatric physical, occupational, speech, feeding, music and ABA therapy for children with developmental needs.",https://www.h2health.com/locations/great-strides-pediatric-rehabilitation/mandarin/,2,MEDIUM,Corresponds to the Great Strides Mandarin (San Jose Blvd) Jacksonville clinic. Mandarin page resolved but omitted address/phone; services and pediatric/autism relevance confirmed at brand level via ABA and pediatric therapy offerings.
10294,"Great Strides Rehabilitation- Callahan, FL - 450061 FL-200",KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy,,Y,Y,,(800) 699-9395,,https://h2health.com/locations/great-strides-pediatric-rehab-callahan-fl/,"Pediatric outpatient rehab clinic (H2 Health / Great Strides) in Callahan offering physical, occupational and speech therapy for children with autism spectrum disorder, ADHD, developmental delays and brain injuries.",https://h2health.com/locations/great-strides-pediatric-rehab-callahan-fl/,1,HIGH,Pediatric rehabilitation clinic under H2 Health. Location page explicitly names autism spectrum disorder and developmental delays among conditions treated.
10295,"Great Strides Rehabilitation- Orange Park, FL - 430 College Dr",KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy|feeding-therapy|aba|music-therapy,aba|music-therapy,Y,Y,,(904) 886-3228,,https://www.h2health.com/locations/great-strides-pediatric-rehabilitation-florida/,"Great Strides pediatric therapy clinic (H2 Health) serving the Orange Park/Middleburg area with physical, occupational, speech, feeding, ABA and music therapy for children with developmental delays and autism.",https://www.h2health.com/locations/great-strides-pediatric-rehabilitation-florida/,2,HIGH,"Pediatric-only rehab clinic; Middleburg is one of the listed Florida Great Strides sites. Brand site lists PT, OT, speech, feeding, pediatric ABA and music therapy; ABA and music therapy not separately confirmed for this specific location."
10305,Little Star Therapy Services - Miami,KEEP,THERAPY_PROVIDER,speech-therapy|feeding-therapy|occupational-therapy|physical-therapy,,Y,Y,"1125 NE 125th St. Suite 100, North Miami, FL 33161",786-297-1880,fdesk@littlestartherapy.net,https://www.littlestartherapy.com/,"Pediatric therapy clinic in North Miami providing speech, feeding, occupational and physical therapy for children with special needs and developmental delays; second location in Miami Lakes.",https://www.littlestartherapy.com/about,3,MEDIUM,"Children-only therapy practice; site states mission to serve 'children with special needs'. Autism not named on site, but it is listed on autism provider directories (Beaming Health) and offers the standard developmental therapy set."
10310,Azul Therapy Services - West Kendall - 13500 Sw 88th St,KEEP,THERAPY_PROVIDER,speech-therapy|feeding-therapy|occupational-therapy|physical-therapy|life-skills|mobile-services|virtual-therapy|transportation,,Y,Y,,786-409-2646,info@azultherapyservices.com,https://azultherapyservices.com/,"Pediatric therapy center with three Miami-area sites (West Kendall, Hialeah, Miami) offering speech, feeding, occupational, physical and behavior therapy plus early intervention, telehealth and free patient transportation.",https://azultherapyservices.com/services/,2,MEDIUM,"Children-only therapy center. Autism not named on the site, but behavior therapy targets social/communication, daily-living and transitional skills across home, school and community, and OT covers sensory integration plus early intervention - clearly the developmental-disability population. Behavior therapy is not described as applied behavior analysis, so no aba tag. PT department listed as under construction."
