# ABA TAG AUDIT - INDIVIDUAL DOMAIN SHORTLIST - FINAL, 2026-08-18
# 231 records. Superseded: the CC original and the 80-row prefilled subset.
#
# keith_verdict answers ONE question: is the aba tag correct on this record?
#   Y = tag correct.  N = tag wrong, aba stripped or record deleted.
# Y does NOT certify address, phone, services or insurance. See id 10343, which
# was correctly tagged aba and still had a wrong address, wrong phone and six
# missing services.
#
# 129 rows carry AUTO-Y in keith_note: business name contains ABA or behavior
# AND the crawler stored a service-claim excerpt. Tag question only.
#
# db_action records what was executed in Supabase on 2026-08-18. Blank means no
# database change was needed.
#
# Taxonomy decisions closed WONT BUILD: no general-psychological-services slug,
# no funding-organization category.
#
id,name,canonical_city,services,aba_flag,aba_excerpt,domain,join_method,needs_website,keith_verdict,keith_note,db_action
6545,The Orchard ABA LLC,TALLAHASSEE,aba,True,Autism Therapy | Florida Alabama Georgia | Orchard ABA top of page Home: Welcome Welcome to the Orchard &QUOT;I WANT TO GIVE EVERY CHI,orchardaba.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6632,ABA Therapy Hillsborough - Positive Behavior Health Developments - Autism & ADHD Specialists,TAMPA,aba,True,ABA Therapay Near Me | Autism Specialists | top of page BE A PART OF OUR TEAM... BC,pbhd.health,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7417,ABC Behavioral Services,TAMPA,life-skills|aba,True,"ABC Behavioral Services – A professional ABA therapy business offering services, referral templates, employee application/do",abcbehavioralservices.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6799,Achieve Behavior,TAMPA,aba,True,lping you and your loved one achieve success through Applied Behavior Analysis (ABA). We will address each aspect of your child’s life to systematically improve yo,achievebehavior.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
10343,Autism Acceptance Center,TAMPA,respite-care,True,"ages with autism. We provide Occupational Therapy, Speech/Language Therapy, and ABA within our clinic for individuals 14 and older, as well as home-based therapies",aastampa.org,both,,Y,but this was already reviewed here or in the curation chat… should be good to go but maybe verify,"REBUILT - address, phone, website, services corrected; insurance stripped; needs geocoding"
6909,Blue Peninsula ABA Inc.,TAMPA,aba,True,Blue Peninsula ABA | Behavior Analysis & Mental Health Services Skip to content “At Blue Peninsula,bluepeninsulaaba.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
8725,Bridges Behavioral Wellness/Psychology Group of Tampa Bay,TAMPA,parent-coaching,True, working with your child is to increase their ability to function independently ABA for Problem Behavior We are experts in working with children and adolescents wi,behavioralhealthtampa.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
8813,Bright days behavior,TAMPA,aba,True,Services | Bright Days Behavior top of page Services Bright Day Behavior offers ABA Therapy ABA therapy aims to enhance targeted behaviors by establishing a consis,brightdaysbehavior.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
8837,Butterfly Effects - ABA Therapy for Autism,TAMPA,aba,True,"ABA Therapy Center in Tampa, FL | Butterfly Effects Autism treatment About autism O",butterflyeffects.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
8888,Decker Therapy Services,TAMPA,feeding-therapy|speech-therapy|occupational-therapy|aba,True,"elf-care Visual-Perception Applied Behavior Analysis Applied Behavior Analysis (ABA) is an evidence-based treatment that aims to improve social, communication and ",deckertherapyservices.org,both,,Y,,
6985,Florida Autism Center of Excellence (F.A.C.E.),TAMPA,aba|support-groups,True,"tent Skip to menu Where Hope Meets Success FACE is Tampa’s leading Tuition-Free ABA Center School, serving children and young adults with autism by educating our s",faceprogram.org,both,,Y,,
5841,General Behavior Analysis,TAMPA,aba,True,Behavior Analysis for kids Tampa | General Behavior Analysis ABA Therapy | Behavioral Therapy in FL Our Services ABA Therapy Initial Evaluations,generalbehavioranalysis.org,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7341,Hand In Hand Behavior Therapy,TAMPA,life-skills|aba|parent-coaching,True,nterventions based on the practice and principles of Applied Behavior Analysis (ABA) Our Core Values Ethics All decision made by behavior analysts must follow the ,hihbehaviortherapy.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6753,I Can Grow ABA Therapy INC,TAMPA,aba,True,"Home | I Can Grow ABA Therapy top of page Welcome to I Can Grow Our mission is to deliver ethical, ev",icangrowabatherapy.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
5822,Kyo Autism Therapy,TAMPA,aba,True,"ABA Therapy in Tampa, FL | In-Home & School-Based Programs | Kyo Kyo is now serving",kyocare.com,both,,Y,,
7201,Little Blue Bees Behavior Therapy,TAMPA,aba,True, BCBS FL PPO BCBS FL myBlue HMO Humana Tricare Optum Insurance Network AVMED FL ABA Network United Healthcare FL ABA Network Oscar Health Plan ABA Network If you h,littlebluebeesbehaviortherapy.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6997,Prestige Behavior Therapy,TAMPA,life-skills|aba|support-groups|parent-coaching,True,"ionate Care for Your Child’s Growth. Getting Started Applied Behavior Analysis (ABA) Evidence-based interventions tailored to each child’s unique needs, promoting ",prestigebehaviortherapy.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7464,Tampa Kids Therapy,TAMPA,life-skills|feeding-therapy|group-therapy|executive-function-coaching|aba|ados-testing|physical-therapy|occupational-therapy|parent-coaching,True,"h meaningful, fun learning and developmental activities! OCCUPATIONAL THERAPY & ABA SERVICES Encouraging developmental and emotional skills needed for success with",tampakidstherapy.com,both,,Y,,
8853,The Little Years Therapy Co.,TAMPA,feeding-therapy|speech-therapy|virtual-therapy|parent-coaching|aba,True,"ional consults: (collaborating with interdisciplinary members of patients care; ABA, OT, PT, physician, etc.) Starting at $50 Length determined on individual needs",thelittleyearstherapyco.com,both,,N,"Only ST, feeding, virtual, parent coaching; need to add mobile.","RETAGGED - aba stripped, mobile-services added"
6626,Transforming Treasures,TAMPA,aba,True,CONTACT US What is needed to start aba treatment? -Referral from a Neurologist and/or Primary Care Physician PCP inclu,transformingtreasures.com,both,,Y,,
5829,"ABA Therapy - Hope Center For Behavior Change, Inc.",WEST PALM BEACH,aba,True,Hope Center for Behavior Change | ABA Therapy and Autism Care in Florida Skip to content Menu Florida’s Trusted ABA T,hopecenterforbehaviorchange.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
9047,ABA Therapy Center by Lucio and Lucas Corp,WEST PALM BEACH,aba|support-groups,True,cas Corp Skip to content Lucio & Lucas Corp is a therapy agency specializing in ABA therapies where children begin their journey toward growth and development. Cal,lucioandlucas.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6764,ABA Therapy of Palm Beach,WEST PALM BEACH,aba|speech-therapy|occupational-therapy|music-therapy|parent-coaching|ados-testing,True,ABA Therapy of Palm Beach ABA Therapy of Palm Beach ABA Therapy of Palm Beach is a ,abatherapyofpalmbeach.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7387,Autism ABA Monarch Behavior Analysis LLC - Autism Therapy - 2711 Exchange Ct,WEST PALM BEACH,tutoring|life-skills|aba,True,,monarchbehavior.com,both,EMPTY-EXCERPT,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
8862,"Behavior Associates, Inc. - WPB",WEST PALM BEACH,life-skills|aba,True,"Behavior Associates, Inc. | ABA Therapy top of page Welcome to Behavior Associates! Your Partners in Changing B",behaviorassociates.org,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7412,Bridges Behavioral Therapy,WEST PALM BEACH,life-skills|aba|parent-coaching,True,Bridges Behavioral Therapy (561) 692-4908 Enroll Now Redefining ABA Therapy Discover the difference ABA therapy and caregiver training can make for,bridgesbehavioraltherapy.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6703,Bright Kids Behavior Inc.,WEST PALM BEACH,aba,True," Kids Behavior Bright Kids Behavior Inc. provides compassionate, evidence-based ABA therapy in West Palm Beach and surrounding counties. ABA Therapy for Children w",brightkidsbehavior.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6869,Coral Behavioral Services,WEST PALM BEACH,aba,True,'s behavioral goals and guide you through every step of the process. Learn More ABA Therapy at Home Our Registered Behavioral Therapists (RBTs) will come to your h,coralbehavioral.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6964,Dynamic Steps ABA Therapy LLC,WEST PALM BEACH,life-skills|aba,True,"ABA Therapy in West Palm Beach, Florida Menu Elevating Care, Empowering Teams: Your",dynamicstepsabatherapy.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7251,Helping Little Giants INC,WEST PALM BEACH,life-skills|aba,True,Helping Little Gigants – ABA Services Skip to the content Helping Little Gigants WHAT IS ABA THERAPY? Applie,helpinglittlegigants.com,both,,Y,,
10376,Kokoro Care,WEST PALM BEACH,aba,True,ired fields × Services | Kokoro Care Skip to content Applied Behavior Analysis (ABA) Counseling/Therapy Applied Behavior Analysis Therapy (ABA Therapy) What Is ABA,kokorocare.org,both,,Y,,
6913,Look Up Therapy,WEST PALM BEACH,aba,True,"alisbury, NC - Call Us Today! No Waitlist Signed in as: filler@godaddy.com Home ABA in NC About Us Mission & vision How we got started Meet our founders Meet the A",lookuptherapy.com,both,,Y,"they have a North Caroline location, but they also have the WPB location (5840 Corporate Way, Suite 102, West Palm Beach, FL 33407 - (855) 274-1915 - ABA, OT (private pay only for OT - add to description), life skills, mobile, parent coaching. Remove ST.","REBUILT - FL address set, speech-therapy removed; needs geocoding"
7395,Mountaineers School of Autism,WEST PALM BEACH,life-skills|speech-therapy|occupational-therapy|aba,True,ALLERY HOURS & FEE'S ​​ CONTACT US​​ : ​561-962-5075 APPLIED BEHAVIOR ANALYSIS (ABA) ​ SPEECH THERAPY ​ Occupational T herapy BUT WAIT! THERE'S MORE... There are a,msainc.org,both,,Y,,
7407,Prisma Behavioral Center,WEST PALM BEACH,aba,True, assessments Comprehensive functional assessments in applied behavior analysis (ABA) are thorough evaluations that explore the reasons behind a person's behavior. ,prismabc.com,both,,Y,"NOT the same as 9028. services to add: life skills, parent coaching, social skills (do we have a tag for that? Or only social groups? Could not find specific 'social groups,' but site does mention social skills training).",
6990,RenaSer ABA Therapy - West Palm Beach,WEST PALM BEACH,aba,True,RenaSer ABA Therapy 0 Creating brighter tomorrows with our ABA expertise Schedule a Consult,renaserwpb.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6918,Sacred ABA LLC,WEST PALM BEACH,aba,True,"ABA Therapy | West Palm Beach, FL | Sacred ABA 5841 Corporate Way West Palm Beach, ",sacredaba.org,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6689,Shooting Stars ABA Inc,WEST PALM BEACH,aba,True,Shooting Stars ABA Inc – ABA THERAPY IN PALM BEACH GARDENS Building a Bright Future Your Well-Bein,shootingstarsaba.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6923,I Rock Behavior,WESTON,aba,True,"I Rock Behavior | aba therapy in weston | 2800 Weston Road, Weston, FL, USA top of page Empowering Ch",irockbehavior.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6673,Neurobehavioral Institute,WESTON,aba,True,"t need a comprehensive treatment approach integrating principles and techniques ABA, CBT and Executive Function Training (EFT). In-Home Therapy Home Visits We offe",nbiweston.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7265,South Florida Center for Behavioral Health,WESTON,life-skills|aba|occupational-therapy|parent-coaching,True,t Us: 786-505-4449 Signed in as: filler@godaddy.com Home Our Story Our Services ABA Services GEARS ACADEMY Meet our Team Employee Portal Request Services Careers P,southfloridabehavior.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6711,Affluent Learning Center,WINTER PARK,aba,True,"our campers. Rain and shine, we create a memorable summer experience. Services: ABA Therapy ABA therapy uses evidence-based techniques to improve specific behavior",affluentlearningcenter.com,both,,Y,,
7477,"Collaborative Solutions by Dr. Nikki Keefer and Associates, Inc.",WINTER PARK,aba,True, Autism Experts Becoming a Patient Click Here Client Referral Packet Click Here ABA Summer Camp Click Here It takes a village We have a vision of a world in which ,collaborative-solutions.org,both,,Y,,
9031,Contemporary Learning Center,WINTER PARK,aba,True,"ehavioral and educational center providing intensive applied behavior analysis (ABA) in clinic, educational setting support, community skills preparedness, and par",contemporarylearningcenter.com,both,,Y,,
8938,DIRECT Behavioral Strategies,WINTER PARK,aba,True,Home Our mission is to provide ABA therapy that will make a difference in your life! Contact Us We promote indepen,directaba.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
8645,Silver Lining Learning Academy & ABA Therapy,WINTER PARK,executive-function-coaching|aba|speech-therapy|physical-therapy|occupational-therapy|parent-coaching,True,,sllearningacademyinc.com,both,EMPTY-EXCERPT,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
