provider_name,website,phone,address1,city,county
Funky Dog Improv,http://www.funkydogfl.com/live-comedy-melbourne-fl,(321) 345-6657,"587 W Eau Gallie Blvd #101, Melbourne, FL 32935, USA",Melbourne,null
Furry Friends Humane,https://www.furryfriendsadoption.org/,(561) 747-5311,"100 Capital St, Jupiter, FL 33458, USA",Jupiter,null
Gainesville Acupuncture & Holistic Medicine,https://gnvacupuncture.com/,(352) 672-1181,"4040 Newberry Rd Ste 1500, Gainesville, FL 32607, USA",Gainesville,null
Gainesville Canine Academy,http://www.gainesvillecanineacademy.com/,(352) 226-0228,"4131 NW 13th St #104, Gainesville, FL 32609, USA",Gainesville,null
Gainesville Holistic Healthcare,https://www.gainesvilleholistichealthcare.com/,(352) 727-7070,"4001 Newberry Rd Ste. A-3, Gainesville, FL 32607, USA",Gainesville,null
Gaining Wellness,http://www.gainingwellness.com/,(386) 453-0631,"1184 Pelican Bay Dr, Daytona Beach, FL 32119, USA",Daytona Beach,null
GALAXY FARMS,http://galaxyfarms.us/,(813) 679-7419,"13724 Canterfield Dr, Riverview, FL 33579, USA",Riverview,null
Gateway Post-Acute Care Center,https://gatewayhcs.com/,(727) 541-7515,"8600 US Hwy 19 N, Pinellas Park, FL 33782, USA",Pinellas Park,null
Gator A Dog Training,http://gatoradogtraining.com/,(337) 258-3337,"13608 Coronado Dr, Spring Hill, FL 34609, USA",Spring Hill,null
Genesis service dogs,null,null,"Palm Beach, FL 33480, USA",Palm Beach,null
Genesis Zoology Center,http://www.genesiszoological.org/,(863) 965-8706,"747 Howard Rd, Auburndale, FL 33823, USA",Auburndale,null
Gentle Pet Crossing - Aquamation/Euthanasia Services,https://gentlepetcrossing.com/,(772) 446-0526,"10987 U.S. Rte 1, Port St. Lucie, FL 34952, USA",Port St. Lucie,null
GET YOUR PET CERTIFIED,null,(561) 639-0190,"378 Northlake Blvd Unit 145, North Palm Beach, FL 33408, USA",North Palm Beach,null
Giving A Dog A Bone LLC,http://givingadogabone.com/,(772) 600-8435,"4213 SE Graham Dr, Stuart, FL 34997, USA",Stuart,null
Global Animal Services,null,(305) 992-3571,"251 Valencia Ave #145372, Coral Gables, FL 33114, USA",Coral Gables,null
Glover's Stables,http://www.gloverenterprises.com/,(352) 279-9054,"20014 Twin Oaks Rd, Spring Hill, FL 34610, USA",Spring Hill,null
Go Healthy Pet,http://www.gohealthypet.com/,(954) 712-1226,"2209 N Dixie Hwy, Wilton Manors, FL 33305, USA",Wilton Manors,null
Golden Gate Equestrian,https://goldengateeq.com/,(352) 283-1025,"8001 Clarcona Ocoee Rd, Orlando, FL 32818, USA",Orlando,null
Golden Rainbow Ranch,http://www.goldenrainbowranch.com/,(727) 481-6002,"14412 Snow Memorial Hwy, Brooksville, FL 34601, USA",Brooksville,null
GoldenDoodles Cape Coral,https://goldendoodlescapecoral.com/,(239) 910-6214,"204 SE 46th St, Cape Coral, FL 33904, USA",Cape Coral,null
Good Behavior Dog Training,https://goodbehaviordogtraining.com/,(352) 208-4034,"17025 Whirley Rd, Lutz, FL 33558, USA",Lutz,null
Good Care Animal Clinic,https://www.goodcareanimalclinic.com/,(305) 220-0102,"1559 SW 107th Ave Suite B, Miami, FL 33174, USA",Miami,null
Granny Nannies Senior Home Care of St. Petersburg,https://grannynannies.com/Saint-Petersburg?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,(727) 855-6197,"2836 5th Ave N, St. Petersburg, FL 33713, USA",St. Petersburg,null
Great Scott Dog Training,http://www.greatscottdogtraining.com/,(321) 482-7451,"540 Waterman Ln SE, Palm Bay, FL 32909, USA",Palm Bay,null
Green Glades Ranch,http://www.alligatorronbergeron.com/,(954) 680-6100,"21111 SW 16th St, Weston, FL 33332, USA",Weston,null
"Green, Mary DVM - Westside Animal Clinic",http://www.wacspringhill.com/,(352) 683-1512,"3501 Commercial Way, Spring Hill, FL 34606, USA",Spring Hill,null
Gregg L. Friedman MD,null,(954) 456-1996,"2500 E Hallandale Beach Blvd #702, Hallandale Beach, FL 33009, USA",Hallandale Beach,null
Gregory Ranch,https://gregoryranchnfm.net/,(239) 785-9454,"8401 Henderson Grade, North Fort Myers, FL 33917, USA",North Fort Myers,null
Greta Wrigley Training,null,null,"5916 NW 58 Ave, Alachua, FL 32615, USA",Alachua,null
Greystone Equestrian Center,null,(239) 567-3171,"18801 Lynn Rd, Fort Myers, FL 33917, USA",Fort Myers,null
Groovy Goat Farm,http://www.groovygoatfarm.com/,(561) 777-9111,"11667 165th Rd N, Jupiter, FL 33478, USA",Jupiter,null
Growing Together Behavioral Center,https://gtbjax.org/,(904) 379-6045,"1725 Art Museum Dr, Jacksonville, FL 32207, USA",Jacksonville,null
Grune Heidi Farm Rescue,http://www.gruneheidifarmrescue.org/,(863) 286-7377,"4713 Swindell Rd, Lakeland, FL 33810, USA",Lakeland,null
Guardian Recovery - Immersion Outpatient,https://www.immersionrecovery.com/,(561) 529-9008,"3333 S Congress Ave #401, Delray Beach, FL 33445, USA",Delray Beach,null
Gulf Coast Breeding Services,http://gulfcoastcorso.com/,(239) 834-2656,"9001 Palomino Oaks Dr, Fort Myers, FL 33912, USA",Fort Myers,null
H.K. Dog Training,https://www.hkdogtraining.net/,(239) 309-1348,"5600 Higginbotham Rd, Fort Myers, FL 33905, USA",Fort Myers,null
Haggerty Dog Training of Florida,https://www.haggertydog.com/,(561) 789-5628,"1950 SE Carvalho St, Port St. Lucie, FL 34983, USA",Port St. Lucie,null
Haile Plantation Animal Clinic,https://www.haileanimalclinic.com/,(352) 377-6003,"5231 SW 91st Dr, Gainesville, FL 32608, USA",Gainesville,null
Halifax Health - Child & Adolescent Behavioral Services,https://halifaxhealth.org/services/child-adolescent-behavioral-services,(386) 425-3900,"841 Jimmy Ann Dr, Daytona Beach, FL 32117, USA",Daytona Beach,null
"Halifax Humane Society, Inc. - Redinger Spay & Neuter Clinic",https://www.halifaxhumanesociety.org/spay-neuter-clinic/index,(386) 202-6633,"600 Mason Ave suite 150, Daytona Beach, FL 32117, USA",Daytona Beach,null
Halt,https://halt2help.com/contact-1,(561) 452-0089,"17759 128th Trail N, Jupiter, FL 33478, USA",Jupiter,null
HAPPI Farm,http://www.happifarm.org/,(954) 629-8133,"10251 Orange Dr, Davie, FL 33328, USA",Davie,null
Happiness Horse Farm and Will's Way Animal Sanctuary,https://www.happinesshorsefarm.org/,(321) 626-9396,"951 Happiness Ave SW, Palm Bay, FL 32908, USA",Palm Bay,null
Happy Hooves Equine Encounters,null,(352) 464-3295,"2921 E Stage Coach Trail, Inverness, FL 34452, USA",Inverness,null
Happy Paws Ranch,http://www.happypawsranch.com/,(239) 567-0234,"8951 Nalle Grade Rd, North Fort Myers, FL 33917, USA",North Fort Myers,null
Happy Paws US,https://www.happypawsus.com/,(754) 801-5855,"158 N University Dr, Pembroke Pines, FL 33024, USA",Pembroke Pines,null
Happy Tails Canine Services,https://happytailscanineservices.com/,(954) 993-0176,"12099 86th Rd N, West Palm Beach, FL 33412, USA",West Palm Beach,null
Happy Tails Farm,https://www.facebook.com/Thehappytailfarm/,(727) 637-1549,"18635 Phillips Rd, Masaryktown, FL 34604, USA",Masaryktown,null
Happy Trails Animal Rescue,https://happytrailsanimalrescue.com/,(407) 270-7074,"1720 N Goldenrod Rd Suite 8, Orlando, FL 32807, USA",Orlando,null
Harmony Hope Stables,https://hhstables.org/,(954) 892-3788,"5010 SW 69th St, Palm City, FL 34990, USA",Palm City,null
Hart's Pet Sitting,null,(760) 586-8020,"12 Sea Gull Dr, Ormond Beach, FL 32176, USA",Ormond Beach,null
Hasenbeck Equestrian,http://hasenbeckequestrian.com/,(727) 492-3325,"9701 Janice Ln, Largo, FL 33773, USA",Largo,null
Hayes Show Horses,null,null,"1100 Tilton Rd, Port St. Lucie, FL 34952, USA",Port St. Lucie,null
HEAL Behavioral Health - Palm Beach Luxury Rehab,https://healtreatmentcenters.com/?utm_campaign=gmb,(561) 781-5915,"105 S Narcissus Ave Suite 309, West Palm Beach, FL 33401, USA",West Palm Beach,null
Healing Hands for Pets,https://www.healinghandspets.com/,(727) 687-8435,"3021 Lown St N, St. Petersburg, FL 33713, USA",St. Petersburg,null
Healing Heart,http://www.healingheartvet.com/,(561) 740-1313,"222 Boynton Beach Blvd, Boynton Beach, FL 33435, USA",Boynton Beach,null
Healing Paws Center,http://healingpawsfl.com/,(954) 955-8888,"854 E Oakland Park Blvd, Oakland Park, FL 33334, USA",Oakland Park,null
Healing Paws-Abilities LLC,http://www.healingpawsabilities.com/,(239) 281-7777,"3100 Del Prado Blvd S #6th, Cape Coral, FL 33904, USA",Cape Coral,null
Healing Pawsabilities,https://healingpawsabilities.com/,(239) 281-7777,"1400 Colonial Blvd #251, Fort Myers, FL 33907, USA",Fort Myers,null
Healing Psychiatry of Florida,https://www.healingpsychiatryflorida.com/,(321) 972-9215,"108 W Citrus St, Altamonte Springs, FL 32714, USA",Altamonte Springs,null
Health First AdventHealth Employer Care Brevard,https://centracare.adventhealth.com/urgent-care/health-first-adventhealth-centra-care-employer-care-brevard,(321) 608-4814,"1223 Gateway Dr #1E, Melbourne, FL 32901, USA",Melbourne,null
Healthy Pawsibilities,http://www.healthypawsibilities.com/,(727) 510-3665,"2189 Cleveland St #256, Clearwater, FL 33765, USA",Clearwater,null
Heart and Soul Dog Breeding,http://www.heartsoulk9breeding.com/,(386) 266-9799,"5926 SW 86th Dr, Gainesville, FL 32608, USA",Gainesville,null
Heartland Haven Foundation,https://heartlandhavenfoundation.org/shops/,(321) 356-7378,"590 N Lake Pleasant Rd, Apopka, FL 32712, USA",Apopka,null
Heavenly Paws House Calls,http://www.heavenlypawshc.com/,(407) 329-4001,"207 W Plant St # 771062, Winter Garden, FL 34787, USA",Winter Garden,null
Heel 2 Heal Dog Training,http://www.heel2heal.net/,(561) 512-7632,"Maddock St, West Palm Beach, FL 33405, USA",West Palm Beach,null
"Helping Hands PPEC, Inc",http://www.helpinghandspediatric.com/,(305) 960-7543,"7100 W 20th Ave g126, Hialeah, FL 33016, USA",Hialeah,null
Here's Help Inc,http://www.hereshelpinc.com/,(305) 685-8201,"15100 NW 27th Ave, Opa-locka, FL 33054, USA",Opa-locka,null
Hidden Bear Farm,https://hiddenbearfarm.com/,null,"18382 E County Rd 1474, Hawthorne, FL 32640, USA",Hawthorne,null
Hidden Fields Private Stable,http://www.hiddenfieldsjax.com/,(904) 254-5058,"2259 Forest Blvd, Jacksonville, FL 32246, USA",Jacksonville,null
Hidden Meadow Farms,http://www.hiddenmeadowllc.com/,(813) 777-2061,"8231 County Rd 39, Plant City, FL 33567, USA",Plant City,null
Hidden Palms Ranch,http://hiddenpalmsranch.com/,(407) 620-7880,"1410 Oakway, Sanford, FL 32773, USA",Sanford,null
Hip Dog Canine Hydrotherapy,http://www.hipdogcaninehydrotherapy.com/,(407) 921-5956,"1860 Anzle Ave, Winter Park, FL 32789, USA",Winter Park,null
Hippocrates Wellness,https://hippocrateswellness.org/,(561) 471-8876,"1466 Hippocrates Way, West Palm Beach, FL 33411, USA",West Palm Beach,null
Holistic Horse Health,null,(904) 779-2590,"10102 Parman Rd, Jacksonville, FL 32222, USA",Jacksonville,null
Hollywoof Pet Resort,https://hollywoofpetresort.com/,(863) 644-8152,"5845 Brannen Rd S, Lakeland, FL 33813, USA",Lakeland,null
Hooves of Love Farm Foundation,null,(786) 547-3487,"6620 Holatee Trail, Southwest Ranches, FL 33330, USA",Southwest Ranches,null
Hope Hospice,https://hopehospice.org/,(239) 482-4673,"2430 Diplomat Pkwy E, Cape Coral, FL 33909, USA",Cape Coral,null
"Horizon Horses and More, Corp",http://ridinghorses.miami/,(786) 686-1063,"6605 SW 127th Ave, Miami, FL 33183, USA",Miami,null
Horse Academy South,http://www.horseandsun.com/,(239) 693-0385,"3911 Williamson Rd, Fort Myers, FL 33905, USA",Fort Myers,null
"HORSE CONNECTION THERAPY, INC",null,null,"212 S St Cloud Ave, Valrico, FL 33594, USA",Valrico,null
Horse Haven Rescue Inc,http://horsehavenrescue.com/,(772) 621-0067,"1100 Tilton Rd, Port St. Lucie, FL 34952, USA",Port St. Lucie,null
Horse Protection Association of Florida,https://hpaf.org/,(352) 466-4366,"20690 NW 130th Ave, Micanopy, FL 32667, USA",Micanopy,null
Horse rescue,null,null,"11500 SW 16th St, Davie, FL 33325, USA",Davie,null
HORSE TALES An Equine Assisted Speech Language Therapy Clinic,null,(352) 538-6177,"7624 NE 62 Dr, Gainesville, FL 32609, USA",Gainesville,null
"Horse Tales Ranch where ""Every Horse has a Tale to be Told""",https://horsetalesranch.com/,(954) 260-4804,"2995 SW 121st Ave, Davie, FL 33330, USA",Davie,null
"HORSE Therapies, Inc.",http://jaxhorsetherapies.org/,(904) 255-4228,"13611 Normandy Blvd, Jacksonville, FL 32221, USA",Jacksonville,null
Horseback Riding Tours and Adventures Cypress Breeze Farm,http://www.cypressbreezefarm.com/,(727) 460-0891,"6384 98th Ave N, Pinellas Park, FL 33782, USA",Pinellas Park,null
horsefleet academy,http://www.horsefleet.com/,(813) 546-7137,"18808 Boyette Rd, Lithia, FL 33547, USA",Lithia,null
HorsePower for Kids & Animal Sanctuary,https://www.horsepowerforkids.com/,(813) 855-8992,"8005 Racetrack Rd, Tampa, FL 33635, USA",Tampa,null
Horses for Handicapped Foundation of Pinellas County,null,(727) 744-9776,"9610 125th St, Seminole, FL 33772, USA",Seminole,null
Horses N Heroes,https://www.horsesnheroes.org/,(352) 629-5280,"13618 Cambria Bay Ln, Delray Beach, FL 33446, USA",Delray Beach,null
HorseWork PBC,null,(561) 386-0031,"745 U.S. Rte 1 #210, North Palm Beach, FL 33408, USA",North Palm Beach,null
House of Wellness-Psychiatry Mental Health,http://www.myhouseofwellness.org/,(954) 662-0500,"4546 N Federal Hwy, Fort Lauderdale, FL 33308, USA",Fort Lauderdale,null
How Lyn Acres,null,(786) 351-3774,"4650 SW 163rd Ave, Southwest Ranches, FL 33331, USA",Southwest Ranches,null
Human Animal Life Foundation,https://humananimallife.org/contacts/,(352) 424-9312,"18340 Powell Rd, Brooksville, FL 34604, USA",Brooksville,null
Humane Society of Broward County,https://humanebroward.com/,(954) 989-3977,"2070 Griffin Rd, Fort Lauderdale, FL 33312, USA",Fort Lauderdale,null
Humane Society of North Central Florida,http://www.humanesocietyncfl.org/,(352) 373-5855,"4205 NW 6th St, Gainesville, FL 32609, USA",Gainesville,null
Hunyuan Life Wellness Spa,http://www.hunyuan.org/,(561) 749-2090,"21301 Powerline Rd Suite 206, Boca Raton, FL 33433, USA",Boca Raton,null
Ideal Dog Training LLC,http://idealdogtraining.com/,(561) 373-0716,"15390 89th Pl N, Loxahatchee, FL 33470, USA",Loxahatchee,null
iDog Academy,https://idogacademy.com/,(786) 587-2759,"7070 SW 9th St, Miami, FL 33144, USA",Miami,null
Imperial Polk Obedience Club,https://www.ipoclakeland.org/,(863) 644-1227,"3611 Century Blvd, Lakeland, FL 33811, USA",Lakeland,null
In the Breeze Ranch,http://www.inthebreezeranch.com/,(813) 264-1919,"7514 Gardner Rd, Tampa, FL 33625, USA",Tampa,null
Indian River Animal Clinic,http://www.indianriveranimalclinic.com/,(386) 427-8339,"909 S Ridgewood Ave, Edgewater, FL 32132, USA",Edgewater,null
Indian River Dog Training Club,http://www.irdtc.org/,(321) 722-1222,"1651 Robert J Conlan Blvd NE, Palm Bay, FL 32905, USA",Palm Bay,null
Indian Street Animal Clinic,https://indianstreetvet.com/,(772) 781-9990,"1233 SE Indian St #101, Stuart, FL 34997, USA",Stuart,null
Innate Animal Communication,https://innateanimalcommunication.com/,(954) 931-3717,"7373 NW 82nd Terrace, Parkland, FL 33067, USA",Parkland,null
Inspired Acres,https://www.inspiredacresfl.org/,(727) 348-7104,"1743 Doncaster Rd, Clearwater, FL 33764, USA",Clearwater,null
Integrated Physical Therapy,https://www.iptmiami.com/,(305) 967-8976,"2142 NE 123rd St, North Miami, FL 33181, USA",North Miami,null
Ipoc,https://www.ipoclakeland.org/,(863) 644-1227,"3111 Century Blvd, Lakeland, FL 33811, USA",Lakeland,null
J & K Canine Academy Inc.,http://www.pepedogs.com/,(386) 454-3647,"10912 Rachael Blvd, Alachua, FL 32615, USA",Alachua,null
Jack's B Quick Boarding Resort,http://www.jacksbquick.com/,(850) 576-5552,"90 Capt James St, Crawfordville, FL 32327, USA",Crawfordville,null
Jacksonville Autistic Society Inc,http://jaxautisticsociety.com/,(904) 532-3512,"1800 Atlantic Blvd suite 4, Jacksonville, FL 32207, USA",Jacksonville,null
Jacksonville Community Pet Clinic - Beach,http://jacksonvillebeachpetclinic.com/,(904) 694-0541,"335 11th Ave N, Jacksonville, FL 32250, USA",Jacksonville,null
Jacksonville Community Pet Clinic - West,https://jacksonvillewestpetclinic.com/,(904) 337-0076,"5425 Verna Blvd, Jacksonville, FL 32205, USA",Jacksonville,null
Jacksonville Equestrian Center,http://jaxequestriancenter.com/,(904) 255-4254,"13611 Normandy Blvd, Jacksonville, FL 32221, USA",Jacksonville,null
Jazzy Pawz-n-Wagz Dog Training LLC,http://www.jazzypawznwagz.com/,(303) 931-4688,"625 SW Pueblo Terrace, Port St. Lucie, FL 34953, USA",Port St. Lucie,null
Jencare Skin Farm & Day Spa,http://shopjencare.com/,(954) 436-6227,"11607 Red Rd, Miramar, FL 33025, USA",Miramar,null
Jessieâ€™s Pool Canine Hydrotherapy,http://www.jessiespool.com/,(561) 509-6319,"222 Boynton Beach Blvd, Boynton Beach, FL 33435, USA",Boynton Beach,null
Jet Set University,https://jetsetpets.net/,(904) 853-6509,"1181 10th St S South, Jacksonville Beach, FL 32250, USA",Jacksonville Beach,null
"Jill's Next Door Dog Walking & Pet Services, LLC",https://www.jillsnextdoor.com/,(561) 544-7297,"3596 S Ocean Blvd APT 106, Boca Raton, FL 33487, USA",Boca Raton,null
Joey's Ranch,http://www.joeysranch.com/,(561) 688-6517,"6227 Gun Club Rd, West Palm Beach, FL 33415, USA",West Palm Beach,null
"JP's Dog Fulfillment & Training Services, LLC",http://www.jpdogfitness.com/,(352) 888-9445,"8316 NW 2nd Pl, Gainesville, FL 32607, USA",Gainesville,null
Juan Hidalgo Show Stables,null,(305) 563-1158,"5900 SW 123rd Ave, Miami, FL 33183, USA",Miami,null
Jupiter Farms Massage,http://www.jfmassage.com/,(561) 745-2662,"10064 W Indiantown Rd, Jupiter, FL 33478, USA",Jupiter,null
JUST RIDE,null,(917) 946-6039,"4201 SW 95th Ave REAR, Davie, FL 33328, USA",Davie,null
Justin' Time Stables,http://www.justintimestables.com/,(772) 486-4609,"6820 SW Markel St, Palm City, FL 34990, USA",Palm City,null
Kai Total Wellness,http://kaitotalwellness.com/,(727) 512-9837,"8424 4th St N Q, St. Petersburg, FL 33702, USA",St. Petersburg,null
"Karen's Equine Intervention, Inc.",null,(561) 847-6202,"16280 Calder Dr E, Loxahatchee, FL 33470, USA",Loxahatchee,null
KDM Counseling Group,https://kdmcounselinggroup.com/?utm_source=google&utm_medium=organic&utm_campaign=gmbwebsite,(727) 607-5847,"2931 1st Ave S, St. Petersburg, FL 33712, USA",St. Petersburg,null
Ke'Aloha Equestrian Centre,http://www.kealohaequestrian.com/,(727) 243-3040,"18806 Brooker Creek Dr, Odessa, FL 33556, USA",Odessa,null
Kelcie's LLC,https://kelcies.com/,(561) 313-2276,"15078 Corby Ct, Wellington, FL 33414, USA",Wellington,null
Kelly Morris Hearts4Horses,null,(772) 528-6784,"10325 SW Green Ridge Ln, Palm City, FL 34990, USA",Palm City,null
Kiddy Up Ranch,http://kiddyupranch.org/,(727) 377-2840,"15232 Matis Rd, Hudson, FL 34669, USA",Hudson,null
Kids and Canines,http://www.kidsandcanines.org/,(813) 986-2118,"13525 Hwy 301 N, Thonotosassa, FL 33592, USA",Thonotosassa,null
Kings Wellness Ranch,https://kingswellnessranch.com/,(561) 704-4851,"Lake Worth Beach, FL 33460, USA",Lake Worth Beach,null
Kitty Help Desk,https://kittyhelpdesk.com/,null,"5455 Verna Blvd Suite 37924, Jacksonville, FL 32205, USA",Jacksonville,null
"Kiwanis - Horses And Handicapped, Inc.",null,null,"5051 SW 73rd Ave, Davie, FL 33314, USA",Davie,null
Koru Spring - Eating Disorder Treatment Center,https://www.koruspring.com/?utm_source=google&utm_medium=google_my_business,(855) 588-1399,"1900 Corporate Square Blvd Floor 2, Jacksonville, FL 32216, USA",Jacksonville,null
KVA Holistic Wellness Sanctuary,http://www.kvaholisticwellness.com/,(772) 206-0376,"1422 SW Goodman Ave, Port St. Lucie, FL 34953, USA",Port St. Lucie,null
La Clinica Del Pueblo Community Health & Wellness,https://www.chwcm.org/,(305) 728-4880,"1671 W 37th St #4, Hialeah, FL 33012, USA",Hialeah,null
La Petite Cheval Farm,null,(561) 324-5177,"13678 14th Pl N, Loxahatchee, FL 33470, USA",Loxahatchee,null
Lakewood Center,https://www.lakewoodcenter.org/,(407) 332-1711,"8400 La-Amistad Cove, Fern Park, FL 32730, USA",Fern Park,null
"Laurie D. Lerner, LMHC",null,null,"250 Jacaranda Dr, Plantation, FL 33324, USA",Plantation,null
LCH2H,null,(863) 219-0097,"5938 Hovan Ave, Plant City, FL 33565, USA",Plant City,null
LeadER Animal Specialty Hospital Cooper City,http://www.leadervet.com/,(954) 437-9630,"9410 Stirling Rd, Hollywood, FL 33024, USA",Hollywood,null
Legacy Equestrian Center,null,(417) 459-0871,"17840 Palm Creek Dr, North Fort Myers, FL 33917, USA",North Fort Myers,null
Life Care Center of Winter Haven,https://lcca.com/locations/fl/winter-haven/,(863) 969-5610,"1510 Cypress Gardens Blvd, Winter Haven, FL 33884, USA",Winter Haven,null
Life Pulse Therapy,null,(239) 494-0822,"20270 S Tamiami Trl Suite #1, Estero, FL 33928, USA",Estero,null
"Lifescape Integrative Therapy, LLC",http://lifescapecounselingservices.com/,(239) 478-6817,"6315 Presidential Ct # 110, Fort Myers, FL 33919, USA",Fort Myers,null
Lifeskills Orlando,https://lifeskillssouthflorida.com/programs/orlando-residential/,(407) 863-2191,"119 Pasadena Pl, Orlando, FL 32803, USA",Orlando,null
Lifespan Services Inc,http://www.lifespanservices.com/,(727) 847-0069,"7702 Massachusetts Ave, New Port Richey, FL 34653, USA",New Port Richey,null
"LifeWorks Wellness Center Clearwater, Integrative Medicine Clinic, Holistic Medicine Clinic",https://www.lifeworkswellnesscenter.com/?utm_campaign=gmb,(727) 604-9715,"301 Turner St, Clearwater, FL 33756, USA",Clearwater,null
Lighthouse Pet Clinic,http://www.lighthousepet.com/,(239) 674-9060,"4316 Lee Blvd #11, Lehigh Acres, FL 33971, USA",Lehigh Acres,null
"Limitless Potentials: Jupiter Therapist & Counseling, Kathy Shafer Ph.D",https://www.limitlesspotentials.com/,(561) 799-6789,"351 S U.S. Rte 1 #100, Jupiter, FL 33477, USA",Jupiter,null
Little Beak Farm,https://www.littlebigbeakfarm.com/,null,"12570 Aubrey Ln, Bokeelia, FL 33922, USA",Bokeelia,null
Little Pond Farm,null,(850) 556-6012,"5290 Crump Rd, Tallahassee, FL 32309, USA",Tallahassee,null
Living Sculpture Sanctuary,http://www.livingsculpturesanctuary.com/,(954) 952-2500,"2800 S Flamingo Rd, Davie, FL 33330, USA",Davie,null
LJC Equestrian Services,null,(407) 520-8924,"Curry Ford Rd, Orlando, FL 32822, USA",Orlando,null
Lone Palm Stables,http://www.lonepalmstables.com/,(352) 596-3213,"12460 Star Rd, Brooksville, FL 34613, USA",Brooksville,null
Lorraine's Horse Rescue,null,(727) 856-1567,"15254 Little Ranch Rd, Spring Hill, FL 34610, USA",Spring Hill,null
Lourdes Noreen McKeen Residence,http://www.lourdesmckeen.org/,(561) 655-8544,"315 S Flagler Dr, West Palm Beach, FL 33401, USA",West Palm Beach,null
Lucky Dog Training Club,https://luckydogtrainingclub.com/,(561) 427-6700,"300 Central Blvd, Jupiter, FL 33458, USA",Jupiter,null
Luxe Rehabilitation Center at Wellington,https://luxeatwellington.com/,(561) 598-5473,"10330 Nu Vista Ave, Wellington, FL 33414, USA",Wellington,null
Madonna's Equestrian Academy,https://horsebacklessons.com/,(352) 222-3266,"7624 NE 62 Dr, Gainesville, FL 32609, USA",Gainesville,null
Mahan Oaks Center,null,(850) 558-1270,"2824 Mahan Dr, Tallahassee, FL 32308, USA",Tallahassee,null
Mainstone Riding Academy,http://www.mainstoneridingacademy.com/,(863) 602-0782,"Mainstone Dr, Lakeland, FL 33801, USA",Lakeland,null
Making Strides For Autism,https://makingstridesforautism.org/,(904) 862-6040,"5800 Beach Blvd Ste 203-235, Jacksonville, FL 32207, USA",Jacksonville,null
Maligators Dog Training,https://maligatorsdogtraining.com/?utm_source=google&utm_medium=gmb&utm_campaign=google_listing,(727) 378-2220,"12890 Starkey Rd Unit #4, Largo, FL 33773, USA",Largo,null
Martin Animal Clinic,https://martinanimalclinic.com/,(772) 266-8321,"1516 SW Mapp Rd, Palm City, FL 34990, USA",Palm City,null
Martin Integrative Animal Clinic,https://integrativeanimalclinic.com/,(786) 269-0960,"2051 NW 112th Ave STE 116, Miami, FL 33172, USA",Miami,null
Matter of Speech,https://matterofspeechtherapy.com/,(786) 651-8140,"10031 Pines Blvd Suite 213, Pembroke Pines, FL 33024, USA",Pembroke Pines,null
Max's Pet Market & Salon (Mirada location),https://maxspetmarketandsalon.com/mirada/,(352) 437-6677,"30945 Mirada Blvd, San Antonio, FL 33576, USA",San Antonio,null
Medical Health Institute - Wellness Experts,https://www.medicalhealthinstitute.com/,(786) 314-7141,"9555 SW 175th Terrace #6004, Palmetto Bay, FL 33157, USA",Palmetto Bay,null
Melissaâ€™s Massage Therapy,http://melissaganeylmt.com/,(850) 228-1534,"1725 Capital Cir NE Suite 304, Tallahassee, FL 32308, USA",Tallahassee,null
Meridian Outpatient Gainesville Office,http://mbhci.org/,(352) 374-5600,"4300 SW 13th St #27, Gainesville, FL 32608, USA",Gainesville,null
Miami Dog School,https://miamidogschooltraining.com/,(786) 804-2813,"529 NW 43rd St, Miami, FL 33127, USA",Miami,null
Miami Shores Animal Clinic,https://www.miamishoresanimalclinic.com/,(305) 757-3030,"570 NW 103rd St, Miami, FL 33150, USA",Miami,null
Millennium Physician Group - Fort Myers Physical Therapy,https://millenniumphysician.com/location/fort-myers-physical-therapy/,(239) 938-1745,"13774 Plantation Rd Ste 104, Fort Myers, FL 33912, USA",Fort Myers,null
Miller Road Animal Clinic,http://www.millerroadanimalclinic.com/,(305) 279-1646,"9328 SW 56th St, Miami, FL 33165, USA",Miami,null
Mind Your Manners Canine Training- Dog Training and Boarding-Family Owned,http://www.mindyourmannersfl.com/,(863) 500-7869,"7955 Indian Heights Dr, Lakeland, FL 33810, USA",Lakeland,null
MindBody Alignment,http://www.mbalignment.com/,(727) 210-5941,"152 8th Ave SW #5B, Largo, FL 33770, USA",Largo,null
Miracle Equestrian LLC,null,(727) 729-1598,"18930 Tyler Rd, Odessa, FL 33556, USA",Odessa,null
MM Equestrian Farm North Miami,https://www.mmequestrianfarm.com/,(954) 881-5017,"1725 NE 135th St, North Miami, FL 33181, USA",North Miami,null
Moccasin Stables,http://www.moccasinstablesllc.com/,(850) 363-8572,"4406 Veterans Memorial Dr, Tallahassee, FL 32309, USA",Tallahassee,null
Monterey Animal Clinic,https://www.montereyanimalclinic.com/,(772) 283-3756,"2251 S Kanner Hwy, Stuart, FL 34994, USA",Stuart,null
Morganâ€™s Dog Training,http://morgansdogtraining.com/,(850) 329-5266,"1326 S Adams St, Tallahassee, FL 32301, USA",Tallahassee,null
Morningside Retriever Kennels,http://www.morningsideretrievers.com/,(850) 539-9633,"124 S Quail Hollow Rd, Havana, FL 32333, USA",Havana,null
