provider_name,phone,city,state,website,has_valid_website,pages_crawled,aba_found,aba_pages,autism_found,autism_pages,pediatric_speech_found,pediatric_ot_found,pediatric_pt_found,therapy_pages,recommendation,notes
Grow the Vine Speech & Wellness,(863) 940-9863,Lakeland,FL,http://www.gtvspeechgym.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Comprehensive Psychological & Assessment Services,(800) 361-1153,Orlando,FL,http://www.cpascounseling.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
SG Mental Health Counseling,(850) 405-3639,Tallahassee,FL,https://sgmentalhealthservices.com/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
Disability Determinations Office,(850) 488-4222,Tallahassee,FL,https://www.floridahealth.gov/programs-and-services/people-with-disabilities/disability-determinations/index.html,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
"Tri-County Human Services, Inc.",(863) 709-9392,Lakeland,FL,https://tchsonline.org/,TRUE,5,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 5 pages - no ABA, autism, or pediatric therapy found"
Baudhuin Preschool,(954) 262-7100,Davie,FL,http://www.nova.edu/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Center for Independent Living of Gulf Coast,(239) 260-4575,Fort Myers,FL,https://www.cilgulfcoastflorida.org/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Enrichment Services Int.,(850) 296-7807,Tallahassee,FL,https://enrichment-services.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
C.H.O.O.S.E. Physical Therapy LLC,(727) 797-7600,Clearwater,FL,https://choosephysicaltherapy.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
JD the OT LLC,(727) 222-3762,Largo,FL,http://jdtheot.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
UF Health Early Developmental Assessment Clinic,(352) 273-8920,Gainesville,FL,https://ufhealth.org/locations/uf-health-early-developmental-assessment-clinic?utm_source=pg-google&utm_medium=organic&utm_campaign=pg-listings,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
"The Back Door Counseling, LLC",(239) 699-8622,Cape Coral,FL,http://www.thebackdoorcounseling.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Thrive Psychological Associates,(305) 814-8558,Miami Lakes,FL,http://www.thrivepsychological.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Florida Association of Centers for Independent Living,(850) 575-6004,Tallahassee,FL,https://www.floridacils.org/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
BayCare Kids Specialty Center- Mease Countryside,(727) 725-6966,Clearwater,FL,https://baycare.org/locations/s/st-josephs-childrens-specialty-center--mease-countryside?utm_campaign=BayCare_DigitalMarketing_M20140288&utm_source=Google&utm_medium=LocalListing&utm_content=BayCare_Kids_Specialty_Center-_Mease_Countryside,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Dr.MVMNT,(717) 729-7422,Fort Lauderdale,FL,http://www.drmvmnt.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Journey Center Jax,(904) 860-2248,Jacksonville,FL,https://journeycenterjax.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
The Academy at Ambrosia,(561) 202-2545,Port St. Lucie,FL,https://www.ambrosiatc.com/locations/the-academy/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
"Therapy with Alyse, LLC",(856) 438-0694,West Palm Beach,FL,https://therapywithalyse.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Gainesville Family Institute,(352) 376-5543,Gainesville,FL,http://gainesvillefamilyinstitute.com/,TRUE,10,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 10 pages - no ABA, autism, or pediatric therapy found"
"Attachment and Experiential Therapy, LLC",(603) 217-2755,Tallahassee,FL,http://www.adptherapy.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
"Assurance Hope Institute, Inc.",(954) 368-6856,Plantation,FL,http://www.assuranceofhope.org/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
Traveling Light Counseling Inc,(772) 361-8448,Port St. Lucie,FL,https://www.travelinglightcounseling.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Healing Words Therapy,(954) 866-4941,Davie,FL,https://www.healingwordstherapy.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Goldstar â­ï¸ therapy,(352) 221-0154,Gainesville,FL,http://www.sandyflory.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
The Center For Psychology,(239) 278-3443,Fort Myers,FL,http://www.thecenterforpsychology.com/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
Mosaic Creative Counseling,(850) 542-1212,Tallahassee,FL,http://mosaiccreativecounseling.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
HCA Florida Oak Hill Hospital,(352) 596-6632,Brooksville,FL,https://www.hcafloridahealthcare.com/locations/oak-hill-hospital/?utm__campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Let's Talk & Move Therapy Center,(863) 272-9639,Lakeland,FL,http://www.ltmtherapycenter.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Center For Positive Change,(727) 218-8870,Clearwater,FL,http://www.center4positivechange.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Special Needs Solution,(305) 915-0818,Miami,FL,https://specialneedssolution.net/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Transformative Therapy Solutions LLC,(352) 247-7358,Gainesville,FL,http://www.transformativetherapysolutions.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Revive Counseling Gainesville,(352) 731-0050,Gainesville,FL,https://revivegnv.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Pathway Wellness,(850) 386-8282,Tallahassee,FL,https://www.pathwaywellness.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Future Pathways,(850) 888-3001,Tallahassee,FL,http://futurepathwaysfl.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
In Community Counseling,(352) 293-4376,Spring Hill,FL,http://www.incommunitycounseling.com/,TRUE,9,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 9 pages - no ABA, autism, or pediatric therapy found"
Grey Area Therapy Jax,(904) 323-2729,Jacksonville,FL,https://www.greyareatherapyjax.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
The Arc of Volusia Inc,(386) 274-4736,Daytona Beach,FL,http://arcvolusia.org/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Stannard Chuck,(850) 531-0432,Tallahassee,FL,http://www.chuckstannard.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
"Black Swan Counseling Services, LLC",(863) 272-9137,Lakeland,FL,https://www.blackswancounseling.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Thriveworks Counseling & Psychiatry Gainesville,(352) 469-4507,Gainesville,FL,https://thriveworks.com/gainesville-counseling/?utm_source=GMBlisting&utm_medium=organic&field:8499441=GMB,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Quarles Make A Change Foundation 501c(3) Non-Profit Organization,(813) 365-1156,Tampa,FL,https://www.quarlesmacfoundation.org/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Behavioral Health Solutions,(850) 552-0691,Tallahassee,FL,http://www.behavioralhealthtallahassee.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
FSU Center for Academic and Professional Development,(850) 644-3801,Tallahassee,FL,https://learningforlife.fsu.edu/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
TMZ BEHAVIORAL CARE: Dr. Charline Boufin,(754) 333-1609,Davie,FL,https://www.tmzbehavioralcare.com/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
Ormond By The Sea Counseling,(386) 871-0365,Ormond Beach,FL,http://ormondbytheseacounseling.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Mindful Lotus Therapy Inc.,(754) 248-9589,Davie,FL,https://www.mindfullotustherapyfl.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
"Families First of Florida, LLC",(813) 290-8560,Tallahassee,FL,http://www.familiesfirstfl.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Florida Therapy Center,(321) 726-4150,Palm Bay,FL,http://www.floridatherapycenter.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Thriveworks Counseling & Psychiatry Clearwater,(727) 382-3452,Clearwater,FL,https://thriveworks.com/clearwater-counseling/?utm_source=GMBlisting&utm_medium=organic&field:8499441=GMB,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
FSU Speech and Hearing Clinic,(850) 644-2238,Tallahassee,FL,https://commdisorders.cci.fsu.edu/speech-hearing-clinic/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
"Blum Counseling Group, LLC",(786) 540-3047,Hollywood,FL,http://www.blumcounselinggroup.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Harmony at Home Coaching and The Kid Coach,(863) 336-2300,Lakeland,FL,https://www.harmonyathomecoaching.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
"Social Care Services, LLC",(904) 294-5329,Jacksonville,FL,http://www.socialcareservices.net/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
"AER Mental Health Services/Andria Estrella-Roa, LMFT",(407) 259-5856,Orlando,FL,https://aermentalhealth.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Autism Speaks Inc,(407) 478-6330,Maitland,FL,https://www.autismspeaks.org/,TRUE,10,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 10 pages - no ABA, autism, or pediatric therapy found"
Greenbrook Mental Wellness Centers,(855) 940-4867,Clearwater,FL,https://www.greenbrooktms.com/florida-centers/clearwater,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Lifeskills South Florida Fort Lauderdale,(954) 408-8770,Fort Lauderdale,FL,https://www.lifeskillssouthflorida.com/programs/detox-residential/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
The Learning Pavilion,(850) 921-5437,Tallahassee,FL,http://www.thelearningpavilion.org/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
Her Hope Behavioral Health,(561) 600-8764,Jacksonville,FL,http://www.herhopebh.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Enso Psych Group,(850) 778-1642,Tallahassee,FL,http://www.ensopsych.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Applied Behavioral Learning Experiences - South Lakeland,(863) 619-2809,Lakeland,FL,http://www.applied-behavioral.com/?fbclid=IwAR3i69ksjfpPCU5WQSz-Tg0ikNYsvt0ryoyq-SCpMV4nQdDL6KsyugGKMd4,TRUE,10,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 10 pages - no ABA, autism, or pediatric therapy found"
The Mindful Practice,(407) 308-2747,Jacksonville,FL,https://the-mindful-practice.com/jacksonville/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Southeastern Behavioral Health,(850) 296-3665,Tallahassee,FL,http://www.sebhfl.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Loving Life Today: Therapy & Counseling,(813) 609-6946,Tampa,FL,https://www.lovinglifetoday.com/,TRUE,5,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 5 pages - no ABA, autism, or pediatric therapy found"
Enso Behavioral Healthcare,(727) 386-6495,Tampa,FL,http://www.ensobehavioralhealthcare.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Envisioning Hope Counseling,(352) 440-3004,Brooksville,FL,http://envisioninghopecounseling.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Ascend Behavioral Health,(786) 373-3027,Fort Myers,FL,https://www.ascendbhs.org/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Avant-Garde Therapy,(954) 357-3333,Davie,FL,http://a-gtherapy.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Rivers Edge Adult Day Care,(321) 727-7337,Palm Bay,FL,http://www.riversedgedaytrainingprogram.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
"SWFL Counseling, LLC",(239) 225-2180,Fort Myers,FL,http://www.swflcounsel.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
"Emily K. Gray, MFT, Inc.",(352) 225-3360,Gainesville,FL,https://emilykgraymftinc.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Best Buddies,(561) 972-5312,West Palm Beach,FL,https://www.bestbuddies.org/florida,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
ACTS Wraparound Housing and Amethyst Respite Center,(813) 237-4907,Tampa,FL,http://www.actsfl.org/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
Vitality Health & Wellness,(305) 466-1100,Miami Beach,FL,http://www.vitalitywellness.com/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
Daytona Beach Counseling Center,(386) 405-4128,Daytona Beach,FL,http://daytonabeachcounselingcenter.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
A Beautiful Mind Psychological Services,(561) 454-8984,West Palm Beach,FL,https://abeautifulmind.my.canva.site/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
"Empowerment Programs, Inc.",(904) 346-0201,Jacksonville,FL,http://empowermentprograms.org/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Behavioral Health Associates,(352) 597-5497,Spring Hill,FL,http://bhaofspringhill.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Gardened Mind Therapy,(813) 500-8683,Lakeland,FL,https://gardenedmindtherapy.com/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
Thoughtful Counseling LLC,(863) 701-5127,Lakeland,FL,https://www.thoughtfulcounseling.net/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Kiwi Behavioral Therapy - ABA,(954) 256-0357,Hallandale Beach,FL,http://kiwibxtherapy.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
FDLRS Gulfcoast,(727) 793-2723,Clearwater,FL,https://www.fdlrsgulfcoast.org/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
LifeSpring Counseling Center,(352) 263-1499,Brooksville,FL,http://www.lifespringcounseling.center/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Lakeside Counseling and Wellness Center,(386) 333-9717,Port Orange,FL,https://lakesidetherapists.com/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
"Grow, Empower, Transform Therapy, LLC",(813) 563-8227,Tampa,FL,http://www.gettherapy.org/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Adapt Behavioral Services,(386) 898-5003,Ormond Beach,FL,http://www.adapt-fl.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Floret Counseling,(813) 445-3313,Lakeland,FL,https://www.floretcounseling.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Winning Hearts IM A+ Personal Transformation Services,(321) 327-4091,Palm Bay,FL,https://winninghearts2.org/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Dr. Tripp & Associates,(772) 494-7770,Port St. Lucie,FL,https://www.drtrippandassociates.com/get-matched,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
Better Brain Care,(850) 656-1129,Tallahassee,FL,https://mentalhealthcouncil.org/business-directory/1332/better-brain-care-llc/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
D'Arienzo Psychology,(904) 379-8094,Jacksonville,FL,https://www.drdarienzo.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Creating independence academy,(727) 225-1669,Clearwater,FL,http://www.creatingindependenceac.com/,TRUE,10,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 10 pages - no ABA, autism, or pediatric therapy found"
Stillwater Therapy,(813) 803-0961,Clearwater,FL,http://www.stillwater-therapy.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
"Mylan Kaltman, PsyD",(321) 724-1614,Palm Bay,FL,http://www.atlanticpsych.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Nova Gymnastics,(954) 476-3154,Davie,FL,http://www.novagymnastics.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Proclaim Communication and Rehabilitation Services,(321) 209-0171,Palm Bay,FL,http://proclaim-services.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
MorMindful Therapy & Psychiatry Fort Lauderdale,(954) 889-7929,Fort Lauderdale,FL,https://www.mormindful.com/fort-lauderdale-psychologist,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Masterpiece Counseling LLC,(863) 410-2095,Lakeland,FL,http://masterpiececounseling.org/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Be Kind To Mind Counseling,(386) 272-7440,Daytona Beach,FL,https://bekindtomind.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Rise Counseling Treasure Coast,(772) 226-0383,Port St. Lucie,FL,https://risecounselingtc.com/?utm_source=google&utm_medium=local&utm_campaign=1&utm_content=primary,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
"Caring & Sharing Center for Independent Living, Inc., DBA Disability Achievement Center",(727) 539-7550,Largo,FL,https://www.mydacil.org/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Children's Services Council of Broward County,(954) 377-1000,Fort Lauderdale,FL,https://www.cscbroward.org/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
